year,country_id_o,country_id_d,iso3_o,iso3_d,dist,distcap,contig,comlang_off,comrelig,gdp_o,gdp_d,INTL_BRDR,lndist,pta,tradebalanceusthousand,exportusthousand,importusthousand,mfnweightedaverage,,trade
2021,SGP,ZAF,SGP,ZAF,8664,8643,0,1,0.01729,3.97E+08,4.20E+08,1,9.066932,0,-277216,413641,690856,0.02,,277216
2021,USA,AUS,USA,AUS,16672,15944,0,1,0.191276,2.30E+10,1.54E+09,1,9.721486,0,1.50E+07,2.60E+07,1.20E+07,2.52,,15000000
2021,USA,BRA,USA,BRA,7658,6769,0,0,0.280848,2.30E+10,1.61E+09,1,8.943506,0,1.40E+07,4.70E+07,3.30E+07,2.58,,14000000
2021,USA,CHN,USA,CHN,11883,11172,0,0,0.000192,2.30E+10,1.77E+10,1,9.382864,0,-3.90E+08,1.50E+08,5.40E+08,2.53,,390000000
2021,USA,DEU.2,USA,DEU,6402,6729,0,0,0.3073056,2.30E+10,4.22E+09,1,8.764366,0,-7.30E+07,6.50E+07,1.40E+08,1.51,,73000000
2021,USA,HKG,USA,HKG,12979,13133,0,1,0.05644,2.30E+10,3.68E+08,1,9.471088,0,2.60E+07,3.00E+07,4.20E+06,3.48,,26000000
2021,USA,IDN.2,USA,IDN,16181,16363,0,0,0.0325,2.30E+10,1.19E+09,1,9.691593,0,-1.90E+07,9.50E+06,2.90E+07,4.83,,19000000
2021,USA,IND,USA,IND,11771,12064,0,1,0.009624,2.30E+10,3.17E+09,1,9.373394,0,-3.70E+07,4.00E+07,7.70E+07,2.89,,37000000
2021,USA,JPN,USA,JPN,10872,10928,0,0,0.005724,2.30E+10,4.94E+09,1,9.293946,0,-6.40E+07,7.50E+07,1.40E+08,1.71,,64000000
2021,USA,MYS.2,USA,MYS,15128,15348,0,0,0.018456,2.30E+10,3.73E+08,1,9.624303,0,-4.30E+07,1.50E+07,5.80E+07,1.04,,43000000
2021,USA,NLD,USA,NLD,5877,6206,0,0,0.312744,2.30E+10,1.02E+09,1,8.678802,0,1.70E+07,5.40E+07,3.60E+07,1.54,,17000000
2021,USA,RUS,USA,RUS,7531,7843,0,0,0.005104,2.30E+10,1.78E+09,1,8.926784,0,-2.40E+07,6.40E+06,3.10E+07,1.47,,24000000
2021,USA,SAU,USA,SAU,10532,10861,0,0,0.00864,2.30E+10,8.34E+08,1,9.262174,0,-2.80E+06,1.10E+07,1.40E+07,2.48,,2800000
2021,USA,SGP,USA,SGP,15347,15554,0,1,0.026828,2.30E+10,3.97E+08,1,9.638676,0,5.90E+06,3.60E+07,3.00E+07,2.21,,5900000
2021,USA,USA,USA,USA,1179,1179,0,0,0.28016,2.30E+10,2.30E+10,0,7.072422,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0
2021,USA,ZAF,USA,ZAF,12833,13025,0,1,0.201344,2.30E+10,4.20E+08,1,9.459775,0,-1.00E+07,5.50E+06,1.60E+07,1.08,,10000000
2021,ZAF,AUS,ZAF,AUS,10347,10839,0,1,0.12246,4.20E+08,1.54E+09,1,9.244452,0,-266074,837430,1.10E+06,1.18,,266074
2021,ZAF,BRA,ZAF,BRA,7442,7903,0,0,0.106925,4.20E+08,1.61E+09,1,8.914895,1,-826431,473441,1.30E+06,9.59,,826431
2021,ZAF,CHN,ZAF,CHN,11775,11654,0,0,0.000312,4.20E+08,1.77E+10,1,9.373734,1,-5.70E+06,1.40E+07,1.90E+07,8.47,,5700000
2021,ZAF,DEU.2,ZAF,DEU,8837,8789,0,0,0.2173626,4.20E+08,4.22E+09,1,9.086702,0,1.80E+06,9.40E+06,7.50E+06,6.64,,1800000
2021,ZAF,HKG,ZAF,HKG,10717,10685,0,1,0.037531,4.20E+08,3.68E+08,1,9.279587,0,2.20E+06,2.40E+06,141632,4.08,,2200000
2021,ZAF,IDN.2,ZAF,IDN,8596,8582,0,0,0.02717,4.20E+08,1.19E+09,1,9.059052,0,-271070,720121,991191,9.82,,271070
2021,ZAF,IND,ZAF,IND,8029,7983,0,1,0.00715,4.20E+08,3.17E+09,1,8.990815,1,-1.20E+06,4.20E+06,5.30E+06,7.1,,1200000
2021,ZAF,JPN,ZAF,JPN,13538,13502,0,0,0.004134,4.20E+08,4.94E+09,1,9.513256,0,5.60E+06,8.20E+06,2.60E+06,8.56,,5600000
2021,ZAF,MYS.2,ZAF,MYS,8545,8522,0,0,0.014794,4.20E+08,3.73E+08,1,9.053102,0,-589025,421743,1.00E+06,5.86,,589025
2021,ZAF,NLD,ZAF,NLD,8992,8946,0,0,0.209794,4.20E+08,1.02E+09,1,9.104091,0,2.60E+06,4.20E+06,1.60E+06,5.96,,2600000
2021,ZAF,RUS,ZAF,RUS,9126,9074,0,0,0.002925,4.20E+08,1.78E+09,1,9.118883,1,-212135,410781,622917,4.25,,212135
2021,ZAF,SAU,ZAF,SAU,5978,5926,0,0,0.013338,4.20E+08,8.34E+08,1,8.695842,0,-3.70E+06,375094,4.10E+06,0.21,,3700000
2021,ZAF,SGP,ZAF,SGP,8664,8643,0,1,0.01729,4.20E+08,3.97E+08,1,9.066932,0,187719,535640,347922,2.38,,187719
2021,ZAF,USA,ZAF,USA,12833,13025,0,1,0.201344,4.20E+08,2.30E+10,1,9.459775,0,6.40E+06,1.30E+07,6.60E+06,3.76,,6400000
2021,ZAF,ZAF,ZAF,ZAF,415,415,0,0,0.163085,4.20E+08,4.20E+08,0,6.028278,1,"-5,84,830",0,"5,84,830",0,,584830
